"lat" "lon" "sal" "temp"
-64.1864 177.67421 -0.047064936 -0.48222749
-64.17206 166.05359 -0.013966698 0.047214647
-64.065 179.204 -0.072885529 0.066543
-63.885 167.832 0.0093384254 -0.20578385
-63.732 167.11 0.0098062935 -0.12447763
-63.455 166.223 -0.0038488487 -0.1157915
-63.204 170.024 0.043024943 0.15192612
-63.186 170.2 0.031390448 0.15594096
-63.101 169.822 0.020901756 0.15208159
-63.008 178.256 -0.042275924 0.10397913
-62.774 179.078 0.005043856 -0.38309966
-62.758 168.499 0.11726804 0.41008031
-62.62 168.524 0.03612881 0.25595451
-62.531 168.928 0.019857925 0.19188552
-62.516 169.302 0.13528398 0.0038273335
-62.489 167.923 -0.022786635 0.46433234
-62.413 177.703 0.0058894987 0.084151329
-62.411 167.259 0.092137059 0.31262159
-62.255774 175.31052 -0.13029459 0.37384308
-62.246 167.572 -0.02245058 0.23984328
-62.098218 174.53831 -0.18540111 0.53917849
-62.004 177.632 0.033079627 0.47493761
-61.864899 176.03461 0.012918803 0.2078248
-61.708 177.659 0.097343683 -0.12725265
-61.613 169.465 0.11325614 -0.63775352
-61.559 173.125 -0.21752395 0.013888075
-61.523 167.265 0.067709161 -0.53840681
-61.369 160.518 0.070220675 0.36108005
-61.151 162.115 0.091366134 0.52715877
-60.984 166.589 0.10858676 -0.53238985
-60.891 170.566 -0.045665098 -0.10746225
-60.83 171.96 -0.078159541 -0.31680487
-60.800851 172.90585 -0.19414928 -0.73578744
-60.642 173.752 -0.054423502 0.35642458
-60.526934 172.9266 -0.11437655 -0.36703707
-60.491 170.007 -0.087682077 -0.27611881
-60.37443 179.30415 -0.06357896 0.18966125
-60.32767 179.64104 -0.042025882 0.33207292
-60.252662 173.07232 -0.16491398 -0.49538684
-60.2489 179.8884 -0.063340746 0.11821141
-59.807249 174.93887 0.035113545 -0.17578611
-59.77671 172.89677 -0.051567878 0.40337842
-59.707126 176.51895 0.0053433578 -0.22912398
-59.522 177.896 0.01835921 -0.30471715
-59.471 178.094 -0.010289594 -0.30458209
-59.3999 170.99939 -0.071365589 0.70413655
-59.327083 177.47033 -0.034023362 -0.3571887
-59.327 179.145 -0.057712443 -0.46506694
-59.26152 170.73388 -0.064886814 0.7092853
-59.157 164.228 -0.12448122 -0.18106959
-58.995 164.352 -0.093510767 -0.72617269
-58.911 164.134 -0.10648503 -0.50607023
-58.8134 173.56947 -0.041134286 -0.10898949
-58.285 177.07 -0.0087036165 0.12315975
-58.156 176.436 -0.038449536 -0.6640548
-58.075331 171.89417 -0.036682461 -0.082530676
-57.955 176.573 -0.056712097 -0.93395704
-57.880963 172.0498 0.005378649 0.0278562
-57.603435 171.68007 -0.047059718 -0.4991052
-57.195 176.434 -0.022255104 -0.13473489
-57.155128 172.70311 -0.16687381 -2.236233
-57.134 165.622 -0.0042672952 1.5996914
-56.893 176.031 0.02011811 0.066629681
-56.810786 174.16201 -0.11198373 -2.4649018
-56.419 179.836 -0.014351326 -0.058176607
-55.746 172.031 -0.10137459 -1.1898229
-55.698 175.471 -0.038624373 -0.5731713
-55.693 172.789 -0.12249188 -1.415677
-55.622941 173.92017 -0.12540503 -2.543746
-55.322 168.681 -0.11256965 -1.0938662
-55.295 165.905 0.24476376 2.3704041
-55.29 165.306 0.23031817 2.34421
-54.627 172.427 -0.14334901 -1.6094304
-54.568 172.734 -0.12477429 -1.4692572
-54.33 161.111 -0.22285498 -1.2652632
-54.008 160.106 -0.25017682 -1.3296307
-53.59 179.995 0.063813767 0.75477279
-53.135 179.326 0.039035033 0.54541348
-52.961 173.762 0.15794749 1.3278313
-51.836 160.575 0.037197987 0.36393061
-51.067 163.555 0.030102747 -0.1630386
-50.946 161.008 0.041064661 0.046200566
-50.809 163.814 -0.02270776 -0.52989667
-50.315 161.241 0.025937273 -0.051197098
-50.187 160.353 0.09711848 0.52078194
-50.113 179.277 -0.041878826 -0.31233312
-50.067 166.029 -0.034889087 -0.83049284
-50.045 160.835 0.074176307 0.35208041
-50.028 160.967 0.027108232 0.026622768
